,S_Pedro,S_Santiago,S_Juan,S_Andrés,S_Bartolomé,S_Tiago,S_Isca,S_Tadeo,S_Mateo,S_Felipe,S_Simón,S_Tomás
2020-09-23 14:17:00,-1.8888888888888888,-0.8888888888888888,-0.3333333333333333,0.2222222222222222,0.9444444444444444,-0.7777777777777778,0.2777777777777778,2.9444444444444446,0.3333333333333333,1.8333333333333333,-5.666666666666667,0.6111111111111112
2020-09-23 14:18:00,-1.9473684210526316,-0.7894736842105263,-0.42105263157894735,0.21052631578947367,0.9473684210526315,-0.9473684210526315,0.2631578947368421,3.1052631578947367,0.2631578947368421,1.9473684210526316,-5.947368421052632,0.6842105263157895
2020-09-23 14:19:00,-1.95,-0.7,-0.55,0.25,1.0,-1.05,0.2,3.3,0.2,2.05,-6.25,0.8
2020-09-23 14:20:00,-2.0,-0.5714285714285714,-0.6666666666666666,0.3333333333333333,1.0476190476190477,-1.0952380952380953,0.09523809523809523,3.4285714285714284,0.14285714285714285,2.1904761904761907,-6.476190476190476,0.8571428571428571
2020-09-23 14:21:00,-2.0454545454545454,-0.4090909090909091,-0.8181818181818182,0.36363636363636365,1.1363636363636365,-1.0909090909090908,0.0,3.5,0.09090909090909091,2.272727272727273,-6.7272727272727275,0.9090909090909091
2020-09-23 14:22:00,-2.0434782608695654,-0.21739130434782608,-1.0,0.34782608695652173,1.2173913043478262,-1.0869565217391304,-0.043478260869565216,3.5652173913043477,0.0,2.3043478260869565,-6.913043478260869,0.9130434782608695
2020-09-23 14:23:00,-2.0,-0.041666666666666664,-1.1666666666666667,0.375,1.2916666666666667,-1.125,-0.125,3.5833333333333335,-0.041666666666666664,2.375,-7.083333333333333,0.875
2020-09-23 14:24:00,-2.0,0.16,-1.28,0.4,1.4,-1.12,-0.16,3.56,-0.04,2.44,-7.2,0.84
2020-09-23 14:25:00,-1.9615384615384615,0.38461538461538464,-1.4230769230769231,0.4230769230769231,1.4615384615384615,-1.1538461538461537,-0.15384615384615385,3.5,0.0,2.4615384615384617,-7.346153846153846,0.7692307692307693
2020-09-23 14:26:00,-1.962962962962963,0.5925925925925926,-1.5925925925925926,0.4444444444444444,1.5555555555555556,-1.2222222222222223,-0.18518518518518517,3.4814814814814814,0.0,2.4444444444444446,-7.481481481481482,0.7407407407407407
2020-09-23 14:27:00,-2.0,0.8214285714285714,-1.75,0.4642857142857143,1.6071428571428572,-1.2857142857142858,-0.17857142857142858,3.5,0.03571428571428571,2.4642857142857144,-7.607142857142857,0.75
2020-09-23 14:28:00,-2.0689655172413794,1.0689655172413792,-1.896551724137931,0.5172413793103449,1.6896551724137931,-1.3103448275862069,-0.1724137931034483,3.5172413793103448,0.034482758620689655,2.4482758620689653,-7.689655172413793,0.7241379310344828
2020-09-23 14:29:00,-2.1,1.2666666666666666,-2.0,0.5333333333333333,1.7333333333333334,-1.3,-0.2,3.5,0.06666666666666667,2.433333333333333,-7.766666666666667,0.6666666666666666
2020-09-23 14:30:00,-2.129032258064516,1.4516129032258065,-2.129032258064516,0.5483870967741935,1.8064516129032258,-1.2580645161290323,-0.22580645161290322,3.5161290322580645,0.0967741935483871,2.4516129032258065,-7.870967741935484,0.6129032258064516
2020-09-23 14:31:00,-2.125,1.65625,-2.25,0.59375,1.84375,-1.1875,-0.25,3.53125,0.125,2.4375,-8.0,0.5625
2020-09-23 14:32:00,-2.1515151515151514,1.8484848484848484,-2.393939393939394,0.6363636363636364,1.9090909090909092,-1.1515151515151516,-0.30303030303030304,3.515151515151515,0.18181818181818182,2.4242424242424243,-8.151515151515152,0.48484848484848486
2020-09-23 14:33:00,-2.176470588235294,2.0294117647058822,-2.5294117647058822,0.7058823529411765,2.0,-1.1176470588235294,-0.3235294117647059,3.5,0.20588235294117646,2.4411764705882355,-8.264705882352942,0.38235294117647056
2020-09-23 14:34:00,-2.2285714285714286,2.2,-2.6857142857142855,0.7428571428571429,2.057142857142857,-1.0857142857142856,-0.34285714285714286,3.5142857142857142,0.2571428571428571,2.4285714285714284,-8.4,0.2571428571428571
2020-09-23 14:35:00,-2.3055555555555554,2.388888888888889,-2.861111111111111,0.75,2.0833333333333335,-1.0277777777777777,-0.3333333333333333,3.5555555555555554,0.2777777777777778,2.388888888888889,-8.5,0.16666666666666666
2020-09-23 14:36:00,-2.4054054054054053,2.5945945945945947,-3.0,0.7567567567567568,2.135135135135135,-0.9459459459459459,-0.35135135135135137,3.5945945945945947,0.2702702702702703,2.3513513513513513,-8.567567567567568,0.05405405405405406
2020-09-23 14:37:00,-2.473684210526316,2.789473684210526,-3.1052631578947367,0.7368421052631579,2.210526315789474,-0.868421052631579,-0.39473684210526316,3.6052631578947367,0.2894736842105263,2.3421052631578947,-8.657894736842104,-0.02631578947368421
2020-09-23 14:38:00,-2.5128205128205128,3.0,-3.2051282051282053,0.717948717948718,2.3076923076923075,-0.8205128205128205,-0.46153846153846156,3.641025641025641,0.28205128205128205,2.3076923076923075,-8.743589743589743,-0.10256410256410256
2020-09-23 14:39:00,-2.55,3.175,-3.275,0.725,2.4,-0.75,-0.55,3.65,0.275,2.25,-8.85,-0.15
2020-09-23 14:40:00,-2.5853658536585367,3.341463414634146,-3.341463414634146,0.7073170731707317,2.5121951219512195,-0.7073170731707317,-0.6097560975609756,3.658536585365854,0.2682926829268293,2.2195121951219514,-8.951219512195122,-0.21951219512195122
2020-09-23 14:41:00,-2.642857142857143,3.5,-3.380952380952381,0.6666666666666666,2.5952380952380953,-0.6428571428571429,-0.6666666666666666,3.6904761904761907,0.2619047619047619,2.2142857142857144,-9.023809523809524,-0.2857142857142857
2020-09-23 14:42:00,-2.7209302325581395,3.6511627906976742,-3.395348837209302,0.6046511627906976,2.6511627906976742,-0.6046511627906976,-0.7441860465116279,3.697674418604651,0.27906976744186046,2.186046511627907,-9.093023255813954,-0.32558139534883723
2020-09-23 14:43:00,-2.8181818181818183,3.8181818181818183,-3.4318181818181817,0.5227272727272727,2.727272727272727,-0.5681818181818182,-0.8409090909090909,3.7045454545454546,0.29545454545454547,2.159090909090909,-9.159090909090908,-0.36363636363636365
2020-09-23 14:44:00,-2.911111111111111,3.977777777777778,-3.466666666666667,0.4444444444444444,2.8,-0.5555555555555556,-0.9333333333333333,3.7111111111111112,0.3111111111111111,2.1333333333333333,-9.244444444444444,-0.37777777777777777
2020-09-23 14:45:00,-3.088888888888889,4.222222222222222,-3.5555555555555554,0.3333333333333333,2.911111111111111,-0.5555555555555556,-1.0666666666666667,3.7777777777777777,0.35555555555555557,2.1777777777777776,-9.577777777777778,-0.37777777777777777
2020-09-23 14:46:00,-3.2444444444444445,4.444444444444445,-3.6666666666666665,0.24444444444444444,3.0,-0.6,-1.2,3.8444444444444446,0.4,2.1777777777777776,-9.911111111111111,-0.37777777777777777
2020-09-23 14:47:00,-3.422222222222222,4.688888888888889,-3.7555555555555555,0.13333333333333333,3.1333333333333333,-0.6666666666666666,-1.3111111111111111,3.888888888888889,0.4,2.1777777777777776,-10.2,-0.37777777777777777
2020-09-23 14:48:00,-3.577777777777778,4.933333333333334,-3.8222222222222224,0.0,3.2444444444444445,-0.7333333333333333,-1.3777777777777778,3.977777777777778,0.4,2.1777777777777776,-10.466666666666667,-0.4222222222222222
2020-09-23 14:49:00,-3.7333333333333334,5.133333333333334,-3.8666666666666667,-0.15555555555555556,3.3333333333333335,-0.7777777777777778,-1.4666666666666666,4.066666666666666,0.4222222222222222,2.1333333333333333,-10.688888888888888,-0.4222222222222222
2020-09-23 14:50:00,-3.8666666666666667,5.311111111111111,-3.911111111111111,-0.3111111111111111,3.4444444444444446,-0.7777777777777778,-1.5333333333333334,4.133333333333334,0.4222222222222222,2.111111111111111,-10.911111111111111,-0.4444444444444444
2020-09-23 14:51:00,-4.0,5.488888888888889,-3.977777777777778,-0.4222222222222222,3.533333333333333,-0.7333333333333333,-1.5777777777777777,4.2,0.4222222222222222,2.0444444444444443,-11.11111111111111,-0.4666666666666667
2020-09-23 14:52:00,-4.155555555555556,5.666666666666667,-4.044444444444444,-0.5333333333333333,3.6444444444444444,-0.6444444444444445,-1.6,4.222222222222222,0.37777777777777777,1.9777777777777779,-11.266666666666667,-0.5111111111111111
2020-09-23 14:53:00,-4.266666666666667,5.888888888888889,-4.088888888888889,-0.6222222222222222,3.8,-0.5777777777777777,-1.5777777777777777,4.2444444444444445,0.3333333333333333,1.9333333333333333,-11.377777777777778,-0.5333333333333333
2020-09-23 14:54:00,-4.377777777777778,6.155555555555556,-4.155555555555556,-0.7111111111111111,3.933333333333333,-0.5111111111111111,-1.5555555555555556,4.266666666666667,0.3111111111111111,1.8666666666666667,-11.466666666666667,-0.5777777777777777
2020-09-23 14:55:00,-4.533333333333333,6.4222222222222225,-4.2444444444444445,-0.8222222222222222,4.022222222222222,-0.4222222222222222,-1.5333333333333334,4.288888888888889,0.3333333333333333,1.8444444444444446,-11.511111111111111,-0.6222222222222222
2020-09-23 14:56:00,-4.644444444444445,6.688888888888889,-4.355555555555555,-0.9333333333333333,4.133333333333334,-0.3111111111111111,-1.488888888888889,4.333333333333333,0.3333333333333333,1.8222222222222222,-11.6,-0.6666666666666666
2020-09-23 14:57:00,-4.733333333333333,7.0,-4.466666666666667,-1.0666666666666667,4.2444444444444445,-0.2,-1.4444444444444444,4.355555555555555,0.35555555555555557,1.8,-11.688888888888888,-0.6888888888888889
2020-09-23 14:58:00,-4.822222222222222,7.311111111111111,-4.555555555555555,-1.2444444444444445,4.377777777777778,-0.08888888888888889,-1.4222222222222223,4.333333333333333,0.37777777777777777,1.7333333333333334,-11.777777777777779,-0.6888888888888889
2020-09-23 14:59:00,-4.955555555555556,7.622222222222222,-4.666666666666667,-1.4,4.533333333333333,0.06666666666666667,-1.3555555555555556,4.355555555555555,0.4444444444444444,1.6444444444444444,-11.866666666666667,-0.7333333333333333
2020-09-23 15:00:00,-5.044444444444444,7.933333333333334,-4.7555555555555555,-1.6,4.666666666666667,0.17777777777777778,-1.288888888888889,4.355555555555555,0.5333333333333333,1.5777777777777777,-11.933333333333334,-0.8222222222222222
2020-09-23 15:01:00,-5.155555555555556,8.2,-4.866666666666666,-1.7555555555555555,4.8,0.3333333333333333,-1.1777777777777778,4.311111111111111,0.6222222222222222,1.4666666666666666,-11.977777777777778,-0.9111111111111111
2020-09-23 15:02:00,-5.266666666666667,8.422222222222222,-4.933333333333334,-1.9111111111111112,4.933333333333334,0.4666666666666667,-1.1111111111111112,4.2444444444444445,0.7333333333333333,1.3333333333333333,-11.977777777777778,-1.0222222222222221
2020-09-23 15:03:00,-5.377777777777778,8.622222222222222,-5.0,-2.088888888888889,5.066666666666666,0.6444444444444445,-1.0666666666666667,4.222222222222222,0.8222222222222222,1.2222222222222223,-11.955555555555556,-1.1111111111111112
2020-09-23 15:04:00,-5.511111111111111,8.822222222222223,-5.022222222222222,-2.311111111111111,5.2,0.8222222222222222,-1.0222222222222221,4.2,0.9111111111111111,1.1333333333333333,-11.88888888888889,-1.2
2020-09-23 15:05:00,-5.644444444444445,9.0,-5.044444444444444,-2.5555555555555554,5.311111111111111,0.9555555555555556,-0.9555555555555556,4.177777777777778,0.9777777777777777,1.0444444444444445,-11.844444444444445,-1.2444444444444445
2020-09-23 15:06:00,-5.777777777777778,9.177777777777777,-5.044444444444444,-2.7777777777777777,5.4222222222222225,1.0888888888888888,-0.8666666666666667,4.155555555555556,1.0444444444444445,1.0,-11.755555555555556,-1.288888888888889
2020-09-23 15:07:00,-5.933333333333334,9.355555555555556,-5.0,-2.9555555555555557,5.555555555555555,1.2,-0.8222222222222222,4.155555555555556,1.1555555555555554,0.9777777777777777,-11.71111111111111,-1.3333333333333333
2020-09-23 15:08:00,-6.111111111111111,9.533333333333333,-4.955555555555556,-3.1777777777777776,5.711111111111111,1.3111111111111111,-0.7555555555555555,4.177777777777778,1.2666666666666666,0.9111111111111111,-11.688888888888888,-1.3555555555555556
2020-09-23 15:09:00,-6.288888888888889,9.688888888888888,-4.955555555555556,-3.3777777777777778,5.822222222222222,1.4,-0.7111111111111111,4.222222222222222,1.3555555555555556,0.8444444444444444,-11.666666666666666,-1.4
2020-09-23 15:10:00,-6.511111111111111,9.8,-4.955555555555556,-3.5555555555555554,5.933333333333334,1.511111111111111,-0.6666666666666666,4.266666666666667,1.4,0.7777777777777778,-11.644444444444444,-1.4
2020-09-23 15:11:00,-6.733333333333333,9.88888888888889,-4.933333333333334,-3.7555555555555555,6.0,1.6222222222222222,-0.5777777777777777,4.266666666666667,1.488888888888889,0.7333333333333333,-11.622222222222222,-1.4
2020-09-23 15:12:00,-6.955555555555556,9.977777777777778,-4.888888888888889,-3.977777777777778,6.066666666666666,1.7555555555555555,-0.4888888888888889,4.266666666666667,1.5777777777777777,0.6444444444444445,-11.622222222222222,-1.4444444444444444
2020-09-23 15:13:00,-7.133333333333334,10.022222222222222,-4.844444444444444,-4.2444444444444445,6.111111111111111,1.8444444444444446,-0.4222222222222222,4.2444444444444445,1.711111111111111,0.5777777777777777,-11.666666666666666,-1.488888888888889
2020-09-23 15:14:00,-7.333333333333333,10.11111111111111,-4.822222222222222,-4.488888888888889,6.2,1.9333333333333333,-0.3333333333333333,4.266666666666667,1.8222222222222222,0.5333333333333333,-11.71111111111111,-1.488888888888889
2020-09-23 15:15:00,-7.511111111111111,10.177777777777777,-4.8,-4.733333333333333,6.288888888888889,1.9777777777777779,-0.26666666666666666,4.288888888888889,1.9555555555555555,0.4666666666666667,-11.733333333333333,-1.4666666666666666
2020-09-23 15:16:00,-7.733333333333333,10.222222222222221,-4.777777777777778,-5.022222222222222,6.4222222222222225,2.022222222222222,-0.2222222222222222,4.311111111111111,2.111111111111111,0.4444444444444444,-11.755555555555556,-1.4666666666666666
2020-09-23 15:17:00,-7.955555555555556,10.28888888888889,-4.7555555555555555,-5.333333333333333,6.511111111111111,2.066666666666667,-0.17777777777777778,4.333333333333333,2.2222222222222223,0.4,-11.777777777777779,-1.4222222222222223
2020-09-23 15:18:00,-8.177777777777777,10.333333333333334,-4.7555555555555555,-5.688888888888889,6.5777777777777775,2.111111111111111,-0.15555555555555556,4.355555555555555,2.3777777777777778,0.35555555555555557,-11.8,-1.3333333333333333
2020-09-23 15:19:00,-8.4,10.355555555555556,-4.7555555555555555,-6.044444444444444,6.688888888888889,2.1333333333333333,-0.15555555555555556,4.333333333333333,2.488888888888889,0.3333333333333333,-11.8,-1.2222222222222223
2020-09-23 15:20:00,-8.6,10.355555555555556,-4.711111111111111,-6.377777777777778,6.8,2.1333333333333333,-0.17777777777777778,4.266666666666667,2.6,0.3333333333333333,-11.844444444444445,-1.1333333333333333
2020-09-23 15:21:00,-8.755555555555556,10.333333333333334,-4.666666666666667,-6.733333333333333,6.888888888888889,2.111111111111111,-0.2,4.222222222222222,2.7333333333333334,0.35555555555555557,-11.911111111111111,-1.0444444444444445
2020-09-23 15:22:00,-8.911111111111111,10.28888888888889,-4.666666666666667,-7.066666666666666,6.955555555555556,2.111111111111111,-0.2222222222222222,4.2,2.8444444444444446,0.37777777777777777,-11.955555555555556,-0.9777777777777777
2020-09-23 15:23:00,-9.066666666666666,10.222222222222221,-4.688888888888889,-7.4222222222222225,6.977777777777778,2.1333333333333333,-0.24444444444444444,4.155555555555556,2.977777777777778,0.4,-11.977777777777778,-0.9333333333333333
2020-09-23 15:24:00,-9.2,10.2,-4.733333333333333,-7.822222222222222,6.977777777777778,2.111111111111111,-0.24444444444444444,4.133333333333334,3.088888888888889,0.4666666666666667,-11.955555555555556,-0.8888888888888888
2020-09-23 15:25:00,-9.355555555555556,10.155555555555555,-4.7555555555555555,-8.2,6.933333333333334,2.1333333333333333,-0.26666666666666666,4.088888888888889,3.2222222222222223,0.4888888888888889,-11.911111111111111,-0.8444444444444444
2020-09-23 15:26:00,-9.488888888888889,10.11111111111111,-4.822222222222222,-8.577777777777778,6.888888888888889,2.1333333333333333,-0.3111111111111111,4.0,3.3555555555555556,0.5111111111111111,-11.911111111111111,-0.8
2020-09-23 15:27:00,-9.577777777777778,10.044444444444444,-4.888888888888889,-8.911111111111111,6.866666666666666,2.1777777777777776,-0.35555555555555557,3.933333333333333,3.4444444444444446,0.5333333333333333,-11.933333333333334,-0.8
2020-09-23 15:28:00,-9.622222222222222,9.977777777777778,-4.933333333333334,-9.2,6.8,2.2222222222222223,-0.35555555555555557,3.8666666666666667,3.533333333333333,0.5777777777777777,-11.977777777777778,-0.7777777777777778
2020-09-23 15:29:00,-9.666666666666666,9.933333333333334,-4.977777777777778,-9.511111111111111,6.711111111111111,2.2666666666666666,-0.3333333333333333,3.8,3.6222222222222222,0.6222222222222222,-12.0,-0.7777777777777778
2020-09-23 15:30:00,-9.666666666666666,9.933333333333334,-5.022222222222222,-9.8,6.644444444444445,2.2888888888888888,-0.3333333333333333,3.7111111111111112,3.7111111111111112,0.6666666666666666,-11.977777777777778,-0.8222222222222222
2020-09-23 15:31:00,-9.71111111111111,9.933333333333334,-5.044444444444444,-10.066666666666666,6.6,2.3333333333333335,-0.3333333333333333,3.6222222222222222,3.8,0.7333333333333333,-11.911111111111111,-0.8222222222222222
2020-09-23 15:32:00,-9.755555555555556,9.933333333333334,-5.044444444444444,-10.28888888888889,6.511111111111111,2.4,-0.3333333333333333,3.533333333333333,3.933333333333333,0.8444444444444444,-11.866666666666667,-0.8
2020-09-23 15:33:00,-9.822222222222223,9.955555555555556,-5.088888888888889,-10.511111111111111,6.444444444444445,2.466666666666667,-0.37777777777777777,3.4444444444444446,4.044444444444444,0.9555555555555556,-11.822222222222223,-0.7333333333333333
2020-09-23 15:34:00,-9.866666666666667,9.977777777777778,-5.177777777777778,-10.71111111111111,6.355555555555555,2.488888888888889,-0.4,3.3555555555555556,4.133333333333334,1.0888888888888888,-11.822222222222223,-0.6666666666666666
2020-09-23 15:35:00,-9.88888888888889,10.022222222222222,-5.266666666666667,-10.88888888888889,6.266666666666667,2.466666666666667,-0.4666666666666667,3.311111111111111,4.222222222222222,1.2222222222222223,-11.822222222222223,-0.5555555555555556
2020-09-23 15:36:00,-9.866666666666667,10.066666666666666,-5.355555555555555,-11.066666666666666,6.177777777777778,2.4,-0.5777777777777777,3.2666666666666666,4.333333333333333,1.3555555555555556,-11.844444444444445,-0.4444444444444444
2020-09-23 15:37:00,-9.844444444444445,10.11111111111111,-5.466666666666667,-11.2,6.066666666666666,2.2888888888888888,-0.7333333333333333,3.2222222222222223,4.444444444444445,1.511111111111111,-11.866666666666667,-0.3111111111111111
2020-09-23 15:38:00,-9.844444444444445,10.11111111111111,-5.555555555555555,-11.355555555555556,5.933333333333334,2.2222222222222223,-0.9333333333333333,3.1555555555555554,4.533333333333333,1.6222222222222222,-11.911111111111111,-0.17777777777777778
2020-09-23 15:39:00,-9.844444444444445,10.088888888888889,-5.644444444444445,-11.511111111111111,5.822222222222222,2.1777777777777776,-1.1555555555555554,3.066666666666667,4.622222222222222,1.7333333333333334,-11.955555555555556,-0.06666666666666667
2020-09-23 15:40:00,-9.822222222222223,10.11111111111111,-5.7555555555555555,-11.644444444444444,5.733333333333333,2.111111111111111,-1.4,2.9555555555555557,4.666666666666667,1.8444444444444446,-12.044444444444444,0.022222222222222223
2020-09-23 15:41:00,-9.844444444444445,10.133333333333333,-5.822222222222222,-11.755555555555556,5.6,2.022222222222222,-1.6666666666666667,2.8444444444444446,4.711111111111111,1.9555555555555555,-12.088888888888889,0.06666666666666667
2020-09-23 15:42:00,-9.88888888888889,10.11111111111111,-5.888888888888889,-11.822222222222223,5.511111111111111,1.9111111111111112,-1.9555555555555555,2.7111111111111112,4.711111111111111,2.0444444444444443,-12.11111111111111,0.08888888888888889
2020-09-23 15:43:00,-9.911111111111111,10.088888888888889,-5.977777777777778,-11.844444444444445,5.4,1.7555555555555555,-2.2222222222222223,2.577777777777778,4.733333333333333,2.1777777777777776,-12.088888888888889,0.1111111111111111
2020-09-23 15:44:00,-9.933333333333334,10.066666666666666,-6.022222222222222,-11.844444444444445,5.311111111111111,1.5777777777777777,-2.511111111111111,2.4444444444444446,4.711111111111111,2.3555555555555556,-12.11111111111111,0.13333333333333333
2020-09-23 15:45:00,-9.955555555555556,10.044444444444444,-6.088888888888889,-11.844444444444445,5.2444444444444445,1.4222222222222223,-2.8,2.3555555555555556,4.711111111111111,2.511111111111111,-12.133333333333333,0.2
2020-09-23 15:46:00,-9.955555555555556,10.066666666666666,-6.133333333333334,-11.88888888888889,5.177777777777778,1.2666666666666666,-3.1333333333333333,2.311111111111111,4.711111111111111,2.688888888888889,-12.155555555555555,0.26666666666666666
2020-09-23 15:47:00,-9.977777777777778,10.11111111111111,-6.2,-11.955555555555556,5.066666666666666,1.1111111111111112,-3.422222222222222,2.2444444444444445,4.711111111111111,2.911111111111111,-12.222222222222221,0.3111111111111111
2020-09-23 15:48:00,-9.977777777777778,10.177777777777777,-6.266666666666667,-11.977777777777778,4.955555555555556,0.9555555555555556,-3.6666666666666665,2.1555555555555554,4.7555555555555555,3.111111111111111,-12.28888888888889,0.35555555555555557
2020-09-23 15:49:00,-9.955555555555556,10.222222222222221,-6.333333333333333,-11.955555555555556,4.844444444444444,0.8,-3.911111111111111,2.022222222222222,4.822222222222222,3.2666666666666666,-12.4,0.4
2020-09-23 15:50:00,-9.933333333333334,10.28888888888889,-6.377777777777778,-11.955555555555556,4.7555555555555555,0.6666666666666666,-4.155555555555556,1.9111111111111112,4.911111111111111,3.3777777777777778,-12.488888888888889,0.4
2020-09-23 15:51:00,-9.933333333333334,10.311111111111112,-6.4222222222222225,-11.977777777777778,4.644444444444445,0.5333333333333333,-4.444444444444445,1.8444444444444446,5.0,3.466666666666667,-12.6,0.4
2020-09-23 15:52:00,-9.911111111111111,10.28888888888889,-6.511111111111111,-12.0,4.488888888888889,0.4444444444444444,-4.711111111111111,1.7777777777777777,5.066666666666666,3.577777777777778,-12.666666666666666,0.4
2020-09-23 15:53:00,-9.911111111111111,10.244444444444444,-6.622222222222222,-11.977777777777778,4.288888888888889,0.35555555555555557,-5.0,1.7333333333333334,5.133333333333334,3.7333333333333334,-12.688888888888888,0.4222222222222222
2020-09-23 15:54:00,-9.866666666666667,10.177777777777777,-6.711111111111111,-11.955555555555556,4.111111111111111,0.24444444444444444,-5.266666666666667,1.6666666666666667,5.222222222222222,3.8666666666666667,-12.733333333333333,0.4888888888888889
2020-09-23 15:55:00,-9.8,10.11111111111111,-6.777777777777778,-11.933333333333334,3.933333333333333,0.1111111111111111,-5.5777777777777775,1.6,5.311111111111111,4.044444444444444,-12.733333333333333,0.5555555555555556
2020-09-23 15:56:00,-9.688888888888888,10.066666666666666,-6.844444444444444,-11.911111111111111,3.7777777777777777,0.0,-5.911111111111111,1.5333333333333334,5.4,4.2,-12.755555555555556,0.6
2020-09-23 15:57:00,-9.533333333333333,10.0,-6.911111111111111,-11.88888888888889,3.6222222222222222,-0.15555555555555556,-6.288888888888889,1.4222222222222223,5.444444444444445,4.355555555555555,-12.777777777777779,0.6444444444444445
2020-09-23 15:58:00,-9.422222222222222,9.955555555555556,-7.0,-11.822222222222223,3.4444444444444446,-0.3111111111111111,-6.644444444444445,1.3333333333333333,5.488888888888889,4.511111111111111,-12.777777777777779,0.7333333333333333
2020-09-23 15:59:00,-9.28888888888889,9.911111111111111,-7.111111111111111,-11.733333333333333,3.2222222222222223,-0.4666666666666667,-7.022222222222222,1.2,5.511111111111111,4.666666666666667,-12.8,0.8222222222222222
2020-09-23 16:00:00,-9.155555555555555,9.866666666666667,-7.2,-11.644444444444444,2.977777777777778,-0.6,-7.377777777777778,1.0444444444444445,5.488888888888889,4.822222222222222,-12.8,0.8888888888888888
2020-09-23 16:01:00,-8.977777777777778,9.822222222222223,-7.266666666666667,-11.511111111111111,2.688888888888889,-0.7555555555555555,-7.733333333333333,0.8666666666666667,5.4222222222222225,4.955555555555556,-12.8,1.0
2020-09-23 16:02:00,-8.8,9.755555555555556,-7.288888888888889,-11.377777777777778,2.4,-0.8888888888888888,-8.044444444444444,0.7333333333333333,5.377777777777778,5.133333333333334,-12.755555555555556,1.1111111111111112
2020-09-23 16:03:00,-8.622222222222222,9.688888888888888,-7.266666666666667,-11.222222222222221,2.111111111111111,-1.0222222222222221,-8.377777777777778,0.6,5.333333333333333,5.288888888888889,-12.755555555555556,1.2
